@RELATION 'BUG_CRASH'

@ATTRIBUTE Comment string
@ATTRIBUTE Class-Attribute {Crash,Bug,Other}

@DATA
'horrible system to use udit should correct minor errors rather than send back to employee',Bug
'ome errors happen but thankfully you can bring the report back up',Bug
'otally ! ou cannot just travel one distance obile app does not workery difficult made with words like itemise and int that is hard to understand ake it more simple!!!!!',Bug
'ot thrilled lots of bugs especially with the new opt in',Bug
'he past  occasions have not been without an issue but the first one was fixed and issue  had today resolved itself otherwise this has always been a great service!',Bug
'he app still has many errors when updating expenses',Bug
'ugs everywhere makes me feel uncertain whether my claims will be processed properly  updated my anking nformation he history entry that says onfirmed does shows blank transitinstitution numbers even though  entered them fter updating my anking nformation and receiving confirmation the exception in the claim that asked me to do so is still there',Bug
'xperienced technical errors and log in errors',Bug
'ix the freaking bugs that is deleting pictures from expenset',Bug
'oncept and rror message are confusing equire users to have inside knowledge about the Concur software',Bug
'a little difficult to figure out best way to enter each expense but with some trial and error it eventually worked out',Bug
'he system is unable to deal with differing hoteltax rates t further seems to have a problem with simple arithmetic therefore  had to reduce the tax rate for one night by $ in order to submit  larger amount would be untenable lease fix this',Bug
'hen you add an expense to a claim the usiness purpose is automatically filled with the same business purpose as the previous expense! he business purpose should come out empty so you dont forget to put the right business purpose hanks for fixing this!',Bug
'ystem was holding up charges because the bank billed to my car on a weekend y assistant and  went back into report  times to try and fix it',Bug
' had exceptions that  was unable to fix or find online support for owever  was able to call the helpline and got the issues resolved',Bug
'etting worse  have to add quite a bit of in and out of office meals and about half of the time  get an error message and  have to start my search process for s over again',Bug
'algorithms in calculating itemized expense has a bug  have spent more than one hours on hotel expense itemization but couldnt make it to converge frustrating!',Bug
'still having issues deleting the estimates put in for rental car and hotel hen m on the road  try to do and expense report every  weeks hen when  try to delete the estimates put in by  it gives me an error message telling me to wait for a credit card expense which  will not get since  pay every  weeks',Bug
' fixed the one line item changing  to  per ',Bug
' is extremely buggy and badly designed',Bug
'ix date discrepancies instead of rejecting expense report imple errors such as these have delayed past reimbursements!',Bug
' can not find the receipt for these items hey were included in my last expense report but must have gotten kicked back and  did not know',Bug
'aving to hit the upload button x on the upload receipt page did not make any sense eeds a fix  had tons of issues because of this',Bug
' was given an error in the itinerary per diem when  had submitted my schedule that precluded submission',Bug
'xtremely confusing and complicated here are bugs yet to be corrected',Bug
'hen  attempted to submit an expense report for a luncheon in order to add attendees and have them be  employees you have to search in the advanced search box he standard search box does not allow you to select  employee  think this is an error',Bug
'ery slow very hard to use and very unforgiving if you make a mistake f there are errors not clear how to fix things',Bug
'or some reason the account always comes up wrong in the individual expenses never with me (ef) even though they come from my xpensit and  am signed into Concur as me lso on this report Concur automatically added in a bunch of other expenses as temizations under my hotel bill until  discovered this and deleted these itemizations  could not submit  did not enter these so Concur must be doing it automatically his is the second month in a row this has occurred lease fix it',Bug
'he mobile app does not work on amsung  well ou cannot choose expense type lso importing receipts from trainline doesnt work',Bug
'our app does not work from my phone',Bug
' felt like  had to upload my receipts so many times only to get error messages when  tried submitting',Bug
' little confusing on the error messages but got through it with a little help',Bug
'xtremely confusing the system mentions exception but does not give details on how to fix it',Bug
'hey keep returning all of my claims for small errors which are quite obvious',Bug
'orks ell ome bugs especially hotel tax info',Bug
' am missing the voice for the km  did imberly is helping me to fix this in my system but it has taken already a few weeks',Bug
'conversion and need for new bank information was not well explained  no easy way for me to figure out the error',Bug
'ay too complicated for personal mileage and fuel receipt claiming ultiple errors that did not clear when action taken',Bug
'obile app does not work on my refer alaxy   is inefficient and annoying',Bug
'uch easier to navigate itemize and change amount errors',Bug
'onflicting errors depending upon agent reviewing expense',Bug
't is annoying and throws false exception errors',Bug
'ot working well on mobile',Bug
'pretty good ometimes gives errors when trying to log in for unknown reason',Bug
'roblems in selecting own card (did not work for this transaction) here is often problem with system because it assumes too much',Bug
'roppi campi precompilati con errori o dovuto disinstallare e reinstallare lpp sul cellulare per poterla far funzionare',Bug
'verall  liked the system but a couple comments hen putting in personal car mileage in the regular drop down it is listed under ransportation ut when  went to uick expenses it was not listed under ransportation t took me a while to notice their was a separate tab for this so would better to make people aware when using the system for the first time ad to submit a receipt for $ tolls which  never had to submit before nd  received an error message that the tolls were over the allotted amount dd as that is a comment about for ass ike tolls',Bug
'here are quite a few  bugs quirks the application is not very user friendly many of the categories dont really make sense uto complete works poorly',Bug
'eal  yco group does not work ant find and match current employees in the system',Bug
'uper confusing errors ot intuitive when trying to account for errors',Bug
'ts giving nonstop errors to attach receipts',Bug
'm good pretty quick responses for fixes hanks!',Bug
'he app seems buggy',Bug
'ystem was fussy  but customer support was very helpful and fixed my problem',Bug
'pparently there is a bug on the otel expense requesting to add the  with no tab or option to upload',Bug
'ug in auto mileage tracking that even when stop is depressed in app motion tracking can still start mileage tracking ifficult to edit trips',Bug
'ery buggy system o category for submitting the mex $ travel fee which Concur itself imposes lso receipt flagging doesnt work properly as  received repeated warnings for an item when a receipt was already attached  unpleasant experience',Bug
'ould not work on my ndroid ept telling me service unavailable',Bug
'akes way too long to process anything and the receipt upload itemization is terrible faster to do a manual one because of all the errors that need corrected  rates also terrible always reflect lower than actual',Bug
'Concur did not import my air fare automatically so  had to input manually  hope this will be fixed next time',Bug
'ometimes the program will not accept the hotel itemizations and says the itemizations are not correct even though the  hotel taxes are correct hen  tried to redo the itemizations it would not bring up the  tax lines  got too frustrated to continue and just deleted the charge so that  could submit my expenses lease fix this',Bug
'his really does not work for construction eeds',Bug
'laim against advance in foreign currency not accepted because of rounding errors in conversion to local currency nd web interface doesnt update as receipts are added from mobile app',Bug
'terrible solution  had added all correct info and receipts but was still getting error message  wasted  days and repeated submission of every single expense  times! if Concur was  it would be to expensive',Bug
'(i) nconvenient if you expect user to upload each & every receipt(ii) uggest to upload by receipt by expense category (ii) rompt for unnecessary error for same value on the same day but different transaction (iv) ot user friendly',Bug
'arnings and error messages are not intuitive ave to hunt to determine how to resolve',Bug
'cant upload expense and then  get an error that they are in vailable eceipts and when  go there they are not there uk!!!',Bug
'icture scan does not work great international locations missing',Bug
'ereceipt errors are not intuitive in the expense report and there is no adequate online help',Bug
'he ew ttendee button does not work  an error message is displayed uidance would be appreciated for the travel activity drop down  the options are not intuitive',Bug
' llocation process is not clear  especially when allocation and itemization have to be done together opups for every validation slow the process down t would be easier to have an additional column next to requested that says allocation % he good part is that clicking on the error takes you to the place where it can be resolved',Bug
'not satisfied! ts very buggyitemization brought in unrelated transactions maging worked only half the time pent three hours finding work around options on an expense report that should have taken  hour revious versions of concur worked better and more efficiently',Bug
't took a while for my direct deposit information to get linked to the account his is fine but in the error message box please say that it could take a few days for the information to be activated hanks!',Bug
's not working properly at all ould not upload receipt for monthly telephone receipt y colleague cannot upload any receipts',Bug
'ederal task order was a negotiated fixed price contract which included per diem based travel nce awarded there is no travel agreement issued he backup documenting authorization for travel required for submitting Concur expense report is the signed contract signed task order and record of negotiation price proposal upon which the task order was based his is a  page attachment for internal reimbursement of a cost representing % of the single contract line item total invoiced as a percent complete fixed price  complete waste of time to file and review',Bug
'ttaching receipts to more than  expense did not work to satisfy exceptions',Bug
'Concur needs to provide online and telephone help he instructions for online help   !!!',Bug
'retchen for some reason the system is giving me (!) errors',Bug
'alendar error  would not let me use actual travel dates and so  had to shift all dates to  weeks earlier hat is that bug!',Bug
'his is some really horrible user interface he list of issues is long but why do  have to enter incorrect information and then go into the details to fix it if my hotel charged different rates each day  simple toggle box should allow me to enter a night  rate night  rate etc',Bug
'you have to be kidding lease fix the hotel reporting section',Bug
'too many s not in system  took four times as long to enter concur as it did in oracle eep getting error to use edro to find and add s to report but all providers that were in medpro were added',Bug
'Concur website not working correctly room reservation make but not showing up on itinery',Bug
' charged their housing bureau when they did their final billing the housing bureau kicked back all of the folios back to the hotel he hotel then reached out to guests we then had to pay the invoices',Bug
'ave not been able to submit business miles due to lack of mileage rates his needs fixed asap',Bug
'ix the  application for ustralia',Bug
'ystem is not intuitive  uploaded the receipt  times and still received an error message ot clear that upload and attach are two separate actions',Bug
'ystem is not intuitive and error messages are not sufficiently detailed to easily enable a user to resolve it without the elp esk',Bug
'ttaching and deattacting receipts not working well',Bug
'you are not able to correct minor errors on mobile devices easily the whole process takes to long and far to much effort ventually  had to used a desktop computer to add a decimal point to a large cash figure',Bug
'e used to be able to change expense apporvers for those of us with different bosses now we cant and  spent a month and a half trying to get the problem fixed with  response from concur whatsoever e are now having to do and end run solution to get my remibursements paid by the right approver',Bug
'his Concur report is delayed as there were several erroneous charges to the corporate  and vis entaar has been slow to rectify these errors',Bug
'error with expense in this report indicates a personal expense where none exists',Bug
'hen choosing airline fees as an expense theres a drop down list thats mandatory but no options appear and i cant submit my report lease fix',Bug
'mporting expenses from personal credit cards is always slowlate and needs to be fixed t was much much better in the past',Bug
'too many errors with dates and refunds dont approve properly',Bug
'ix your city menu so you can enter one that isnt in your predeternined list his software sucks',Bug
'n  ay my reimbursable expenses show  am $ above the allowable reimbursement his is due to otel tax  am unsure how to correct it and it is not showing as an error anywhere else',Bug
'ot happy with additional items when itemizing a hotel expense ust allocate expenses per night dd numbers do not tally correctly f there is a fix it is not intuitive',Bug
'hen requesting the uthorization of ayroll deduction form to be sign for funds to be deducted it would be good to inform the employee to go ahead and resave each expense item that it applied to  had previously signed the form and went to resubmit the report but was stopped with an error saying  have not yet signed the deductions form',Bug
'por error s vuelve a enviar',Bug
'he document upload is not working in chrome browser  had to upload in  browser',Bug
'ou drop a new expense tool on us with no training t would be nice to have some direction as to how it works without having to do trial and error',Bug
' was not able to reconcile a  cent rounding error on a multinight hotel stay in the itemization section here was no option to adjust for less then  cent per day or do the actual per day expenses which were not the same each night',Bug
'eed to fix the hotel itemization dds way too much complexity and takes too much time',Bug
't says there is errors when there is not ould not allow me to add airline codes one day but  the next lots of bugs seems like oes not force you to itemize anything are some or all required for my company oes get job done',Bug
' dont understand why  cant pull documents from a request to an expense report his makes zero sense y rating will be  start (or lower if possible) until this is fixed',Bug
'he  is nice but sending expenses to reports is buggygetting internal server errorserror ',Bug
'thanks for fixing the city of purchase issue',Bug
'ot satisfied with the inability to upload receipts of pictures and lack of communication as to a fix of the issue',Bug
'hange in attaching receipts is much more difficult than the past hen receipts could be scanned and made available to match and attach with a specific expense uto matching errors is a mess and added significant time to my processing of expenses lease go back to the old process',Bug
't is nighmare to manage the deposit on credit card !!!!!!!!!!!! alway error we cant do anything and solve it simply this might change as way too time consuming',Bug
'ug # no place to input explanation for late submission!ug # kept prompt my total is less than $ wrongfully!',Bug
'terrible interface bugs doesnt load receipts properly slow',Bug
'his is the th time ve submitted this claim  each time  change to receipt  keep getting the same error upon audit saying ve submitted it as a tax receipt instead ll deleted the original claim and resubmitted',Bug
' sometimes get expense exceptions due to an expense not having a matching itinerary despite booking travel with Concur fix would be helpful',Bug
'emailing receipts to receiptsconcurcom   work!! receipts are never available to be grabbed when needed',Bug
'the late payment fee system does not work',Bug
'nable to save imported attendee list lease fix this soon so it doesnt look like m submitting $ of emp entertainment food for myself',Bug
'mobile app taking receipt images is buggy went missing when i went to desktop',Bug
'Concur raining instructions and online instructions do not give on  to attach receipt t took a long time of trial anderror',Bug
' began receiving late reminders for a flight  booked prior to the actual flight occurring  only booked a few weeks prior to the trip so sending me repeated late notices is unacceptable f the card gives a late fee after a month than its not a good card for booking travel  also get error messages because Concur is never able to match my hotelrental car reservations with my charges  always use the Concur booking process so m literally making the reservations in the system',Bug
'he Concur mobiel app no longer works now it is called  concur and it says operation timed out when trying to upload receipt imagest is also not possible to book flights now using concur  it says  need to update my profile information then when  click to do this it says error',Bug
'make copy of reports available! improve user friendliness use proper english for error messages provide guidance when error message occurs etc',Bug
'ts slow and cumbersome  received an error for not allocating an expense when in fact  had allocated it o  had to go back to that expense select allocate wait for it to render only to find out it was at % allocated  went ahead and reselected the allocations hit save hit done then submitted the report',Bug
'ystem sucks  you attach and attach and attach a recept and the system doesnt acknowledge it he fact that  have to submit and submit and submit the report multiple times to clear errors that dont exist is also stupid',Bug
' selected all the days to apply the % rule but the errors would not go away  had to exit the report and come back in',Bug
'he itinerary import process is tricky once you go down the wrong path everything is an error  had to delete all of it and assign it from the expense area to get it properly input',Bug
'harge number validation gave me a confusing error about lowercase letters when the real issue was a space at the end',Bug
'here are still bugs in the app',Bug
'rror reporting very bad',Bug
'ix your city picklist!!!',Bug
'Concur ome receipts cannot be recognized even when expanded and then the wrong receipt is attached  could not find a way of deleting a receipts added in erroreceipt preview did not always work',Bug
'he ability to attach a receipt to an expense is not working on the app lso all hotel taxes come in as an invalid code requiring a manual changeery inconvenient!',Bug
'enerally ok but  had   of errors along the way lus  cant see how to change ',Bug
'our site creates errors in claims that are not real ainful to use',Bug
'lease fix the issue with erroneous message related to car rentals',Bug
'onstant errors every time  try and do my expenses henever  report issues the support people dont read my inquiry and respond with a random answer his time around when  would enter a business purpose on  charge it changed multuple charges to that business purpose ther times its down he app doesnt save receipts and  dint save them expecting them to be saved then theyre not there the app for save them locally until they are able to be uploadedugs every month when  need to do my expenses it makes a tedious process more tedious and time consuming',Bug
'epeatedly have to enter the same information againvery frustratingnfo only saves on nd or rd attemptrror  is very common both on pp and desktop',Bug
'oo cumbersome with all scanning and copyingtill errors in the system with ticketless train fee  must still be attached with receipt  while ticketless  why!!!otel expensed confusing  why one item with  amount and one item with the correct receiptpayment annot map them and when deleting one it seams to be something wrong',Bug
' did loose many times my entries due to an system error qhich caused me a lot of frustration this time around tks',Bug
'ata lean del sistema por errores de cargos en  que fueron devueltos',Bug
'he itinerary setup is confusing when you have to reuse an existing itinerary  pressed the import itinerary button and ended up with several errors saying that the itinerary overlapped with an existing one',Bug
'ot error he cash amount that you are redirecting to your company card exceeds the cash amount submitted in this expense report lease go to the report header and fill in the correct cash amount in the mount field when submitting the expense he amount was correct so  was puzzledfter reading peoples comments in ibmbizrequestcash and  submitted the report when leaving mount field value blank and it went through',Bug
'an into lots of bugs trying to get rid of this credit f  can delete the debit  should also be able to delete this credit',Bug
'bug in amount to redirect to card',Bug
' absolutely hate the red required field markers  am making the assumptions that those are required fields ts really confusing when trying to correct any errors you might have',Bug
't was a little difficult figuring out how to navigate the first time through this but then it made more sense through trial and error',Bug
'gency booking fee  when  try to expense it it says it may be a duplicate hen  dont submit because of the message it gives me error saying transaction date is older than  daysot sure what to do l fix the darn bug therwise great tool',Bug
'ou fixed all of the requests that  had and it works  elpdesk feedback was also fast and accurate',Bug
'verall it is very good but frequent travelers get complimentary upgrades on car rentals this could be pretty easily determined if you guys looked at the daily rate on the receipt but  do get these sent back for booking an  level when  never do and always book intermediate but get a comp upgradef there is a fix for this in the system it would help out a lot',Bug
'the $ amount bug to submit the report is frustrating',Bug
'ix the itemization steps f the user selects to allocate a taxi expense why do we have to reselect taxi for each itemization his wastes a lot of time having to reload each screen',Bug
'temization function in the otel stay does not work y egas otel had different nightly rates and room charges and resort fees etc ot enough flexibility in the format to handle these entries',Bug
't took me almost  hours to do a report ept getting error messages causing me to have to log out and log back in ot good!',Bug
'errible  hate it does not work on  pad cant correct mistakes',Bug
'he process could be more automated with less manual interventions nd the error messages are not helping to solve the problems',Bug
'this tool is not specific about the errors',Bug
'requently get an racle rror message when using this linkhttpsssothermofishercomoamfedidpinitiatessoprovideridhttpswwwconcursolutionscom',Bug
'ad to restart many times nflexible in correcting fund code and itinerary errors',Bug
' had to delete a personal car mileage expense because an error message kept popping up incorrect car plan in your profile  could not resolve this issue to submit personal car mileage lease help',Bug
'lease see my  tatement he fax was not working for me t is listed under personal expense',Bug
'his is the rd day  am trying to fix this claim ant find the per diem t is so not friendly user ls make it easier for the person who does the claim to access the relevant header!!!',Bug
'eclaration form for missing receipts not working  have added comment to latest claim',Bug
' am not able to import my expenses to concur ot worth using without this feature as doing it manually takes too much time on a busy expense month ix it',Bug
'stoy muy agradecido siempre responden cuando envio algun informesolo que a veces tardan mucho en verificar si hay excepciones o errores en los informes',Bug
'ello the night lodging is very difficult when you are staying two nights and have to itemise the tax as you dont accept  decimal places ither please accept  decimal places+ or do not reject cent errors',Bug
'dding articipants for ntertainment purposes is a mess unctionality via import from alendar is not working ot all alendar items could be found',Bug
'ook almost week to clear an error in the system so the expense report could be submitted',Bug
'urrently cannot load receipts as pdfs from phone loads as photo which is not as user friendly to review ossibly user error',Bug
'his was a little complicated because  was with a guest that provided their own receipts so  kept receiving an error message regarding daily allowance',Bug
'please have a field with  conversation rate since now  have to apply this line by line is insane when you have many items like  did  have spent h to complete my travel request for  week travel to  there is a lot of improvement to do  would say to make it easy also the ereceipts doesnt work since  get error for every entry  make  just have to ignore my eticketand scan this via photo to not get an errorthx ilip',Bug
' wish my mobile app worked would make for a better process hen  log into the app it always says that  expense reports due! lease help me fix this so receipts are put into the system on time y email is brianwilliamshertzcom hanks in advance',Bug
'#',Bug
'the site is clunky and old fashioned it also takes too long for the mx information to sync with Concurlease fix',Bug
'error message annoying  put bank details in and said were not verified yet my pay goes in',Bug
'not intuitive at all  had an hotel expense ending with an odd cent making it unable to divide evenly over multiple days causing the entire expense to error out and not be able to be submitted had to eat the indivisible penny to get the report to go through',Bug
' got error messages twice during the report and wasnt able to continue',Bug
'utoimport does not work as well as it should bout % of my transactions pull up their corresponding receipt automatically anceled uber rides do not automatically integrate ever and completed rides often do not show upetter integration with vendors that facilitate regular travel (uber delta starwood) would go a long way',Bug
'                                                                                                                                         !',Bug
'he expense reporting is very nonuser friendly and complicated to use t gives errors when there are none',Bug
'isleading error message was not helpful when a project was selected and that was not required',Bug
'with the small error such as incorrect choice of the items hope your side correct and dont always return the claim',Bug
' would appreciate better solution for diem workflow  needs polishing (a lot) when  updated an item and hit save button the warning appear for a sec in header and immediately after that  was redirected to list (no chance to read what the warning is saying) he page is constantly changing its height when navigating from list to detail and vice versa ne time  ended up in atal error with a modal that has no action button only button to expand into fool screen   was not able to close it verall  think the new design is on the good path but please focus more on  and polishing design than just adding tons of features f you will not present these features in the best possible way you will lose your credit and users will suffer and will not want to use this product',Bug
' put the charges in manually so  had to link them to the charges f they fixed my account and my charges now show up without me having to manually input them this should work better next month',Bug
'retty cool ook a few trial and errors but  like it thank you!',Bug
' like the platform but does not work as cleanly as other times',Bug
'pload of receipt from  Concur (ihone pp) did not work ot stuck when hitting upload',Bug
'xtremely disappointed nstructions not applicable to my needs  not intuitive features and functions not working sing Concur to complete one report required  hours of my day it should require no more than  hour errible experience',Bug
'had several errors when trying to import names for business entertainment lunch couldnt figure out how to manually add people after that so had to just leave the list incomplete',Bug
't is complicated when you have to itemize hotels without fix cost of the room or the other hand it takes several minutes maybe one hour to make a report maybe you coud improve multiple report of expenses when they have relations and invoices are together (ber)',Bug
'im am % dissatisfied with concur receipts are kicked back with out explanation categories to select are difficult to decipher a phone desk for help is lacking',Bug
'hen sending report on delinquent expenses it is nice that contact names are added ould be even better with contact #s included with the name!  have redone my ebruary expense for one hotel stay at least  times pecific directions on how and what to fix would be helpful',Bug
'pp does not work and expense input is too time intensive',Bug
'ppwebsite work well and are logical ne complaint is the error message that comes up for some expenses that says preferred payment method is your company credit card   do not have and do not want a company card so if there was a box to check somewhere in the process regarding submitters company card possession that would be helpful in preventing irrelevant error messages',Bug
'he system is a little difficult to navigate and is not the most user friendly especially when you get errors',Bug
'xtremely buggy  usually have to call your support line to book travel ts ridiculous',Bug
'took  attempts to submit errors and unable to submit in  first attempts',Bug
'to slow today and  is not working',Bug
'poor implementation with lots of extra steps and weird error messages ot optimized for efficiency',Bug
'ot intuitive oes not work well within itself  waste of time',Bug
'orking well generally he otelodging exceptions are annoying eg the need to select ravel llowance for each itemization eems like that should be the default lso when itemizing the hotel if you enter the number of nights it calculates the wrong checkout date ts always one day after what it should be so  always have to fix that',Bug
'his is dreadful time wasting system  have spent whole morning trying to master it  at the s expense he concur app would not work to upload photos  ',Bug
'asy to use and forgiving when making an error its easy to correct',Bug
'he functioning of concur is really good ts tough to get an image of a receipt through the computer but is easy enough through a cell phone y only issue is when  open the app on my phone there is an error that it cannot open  will have to attempt to open it a few times before it actually works ther than that it works fine',Bug
'always errors and little information on repairs',Bug
'ad to redo an as it had too many errors in it hence the late submission',Bug
'hone app was not working correctly so  had to upload receipts from my ',Bug
'hile system is convenient it was running very sluggish and erroring out when trying to upload receipts',Bug
'ait and see if its claimable then  will rate again very confusing and the mobile app does not work',Bug
'too many clicks theres a bug when you try to add new attendees also',Bug
') eceipts didnt properly match to each other (ie the itemized receipt and the credit card receipt would not match up and receipts were too large to take in one picture)) redit card imports wouldnt match to items from receipts despite the same amounts and vendors due to slight differences in vendor names between the credit card statement and receipt) temizing attendees took a very long time one of the  attendees seemed to be in the system so they were all manually entered) ystem kept calling items that were clearly meals airfare) ystem setup far more expenses than i had receipts for overstating the overall report and requiring a lot of rework) ome receipts kept showing as  when they were ) verall this took a long time to complete due to all the fixes of the errors the system madeoping these issues are just the result of this being the first time expense',Bug
'o hubo claridad de que error habia en concur y se tardo mucho en solucionar este problema',Bug
'ts been over a month and this is the th time ve tried to submit expense report and  have not received any payment heoretically this system should make the process easier however when people are not properly trained or are responding inappropriately to issues that arise it is extremely frustrating and drags out the processhere needs to be a way for people to editadjust errors to expense reports without having to resubmit the reports through the entire line of approvers  this causes a lot of confusion and errors',Bug
'Concur is giving me multiple errors due to date issues on  charges ultiple exceptions created',Bug
'low no traceability into why errorsexceptions are being flagged',Bug
'canning process is too tediousegistered email to Concursolutions for receipt image is not working',Bug
' spent about seven hours entering all the required information scanning receipts etc hen you have a multinight hotel stay with a bill that is not an even number (ay $) the program rounds the nightly rate so that it does not exactly match the bill lso some nights may have different rates than other nights hen you get an error message or meals you should not have to enter the names of attendees if everyone is an employee found it took way to long to input all the information required',Bug
'l desglose de hoteles es malo o al menos poco claro ya que al hacer el desglose de cada uno de los impuestos siempre marca error',Bug
'he messages when there is an error are a little cryptic but once working with the system a while it gets easier to understand the message ot easy for new people to this system',Bug
'pload error for receipts and itemizations under hotel totally sucked',Bug
'Concur does not seem to be very intuitive  find it very plain and limited to what you can do oes not offer much user flexibility he scanner app does not work so well either',Bug
'confusing complicated and too many error',Bug
'our system doesnt fix the readjust the exceptions hen we are flagged for being over our daily limit for example n all my expenses the last few weeks  will go back in itemize the expense up to the amount  am allowed then mark the remaining as a personal ow  have two exceptions showing he over the limit exception is still there and now there is a personal expenses exception',Bug
'ow do  delete itemizations on automatically imported hotel expenses Concur returned error saying that the expense type  used did not accept itemizations and  would need to delete them to submit  could not figure out how to do it without creating a duplicate expense manually',Bug
'this is not acceptable this is cumbersome not intuitive and costly with frustration and time spent there are engineers that charge hourly rates of $ that are spending their time helping others and trying to learn for themselves the training for this was not adequate during training the features of the expense report did not work properly',Bug
' understand this system could always be better for all end users but the training here is truly the pits e are lectured on how Concur works but that is as good as it gets t was months before  had the pleasure of exploring this system and  spent hours of trial and error before  was able to submit my reportnot the best experience to learn a software and a waste of time in my busy day',Bug
'here are still some bugs to work out but the system seems to be working okay so far',Bug
'hen searching for airline hotel and car the results dont always populate  received several error messages along the way ant search for specific flights by flight number (or  dont know how to do it) m still learning the system but it is not as intuitive as it could be',Bug
'Concur con wasnt visible elay on the eceipts as logged out when submitting expense report he  ollar rule was asking for a business ustification (o be fixed by the weekend)',Bug
'ery difficult to upload second receipt  kept getting system error response',Bug
'ser riendly and helps with preventing errors in reporting',Bug
't doesnt clear exceptions even after theyve been fixed!',Bug
'ound  bugs in application that made it take over  hours to submit and debug application in order to get it to work properly eeds a lot of code fixes to make it user friendly',Bug
'he city list is not working well',Bug
' had an error the first time  tried to submit saying  needed to add a ategory but every time  tried to add the category it would get rid of the job code ventually after clicking around for a while  managed to get past it but m not sure what  did right this time or if  would be able to do it again next time  need to expense something',Bug
'ots of error exception ellow message about cell phone allowance although not submitted a claim for cell phone usage lso my bank details are still pending',Bug
't would be helpful if when setting up profile it reminded me about xpense ay procedures and  could have set that up prior to getting the error message when submitting expense reportsfwhen will Concur also track hotel programs',Bug
'$ hotel listed in expenses and didnt link up with bills when they came in  finally just clicked ash so the errors would be corrected',Bug
' have had a lot of problems with meals showing up on the wrong day hen  call the helpdesk  am told that this is a known problem but that they have no intention of fixing it  dont understand why it cannot be fixed easily',Bug
'everal times there was an error that sent me back to the main screenhen  copy an expense it would be helpful if the attached receipt is copied as well',Bug
'ts such a process to capture screenshots of all of my receipts   wish there was a way to import a portion of the receipts from known partners the mobile app was not working for me today either so that took a few extra steps t took me two days to complete this report',Bug
'constant error expense error codes with very little guidance how to fix',Bug
'any hotels have different nightly rates and the system does not allow for easy entry when a hotel bill has mixed nightly rates lease consider fixing this feature',Bug
'till an error as itemised subsistence comes up as a policy noncompliance error',Bug
'kept getting error message on a corporate card transaction',Bug
'used the tool to calculate car mileage and it still indicated that the result was greater than the calculation our software   ',Bug
'or whatever reason adding preferred expense report approvers does not work it still makes me manually add the information in afterwards also it entered a bunch of people that are not in my approval chain  for whatever reason ts fairly annoying having to filter through a bunch of names that  dont even know',Bug
'not intuitive and prone to expense coding errors',Bug
'he system is very difficult to reconcile if there is a erchant rror',Bug
'ix the app so that  can approve cost objects from my phone',Bug
'ix the app so we can approve from the app',Bug
't some point you changed your icons denoting eceipts redit ard harges and eople all to the same blue his was dumb his was a dumb poor  move on your part ou had it right before and you made a dumb decision ou should fix it  tell you this all the time because it is awful to look at a list of expenses and see all the same colors outside of your red and yellow for warnings iven they have different colors  know you guys are capable of this o do it t is so much easier to read when the colors are different  can easily locate which expenses still need receipts attached to them lease fix the dumb choice you made awhile ago lease hank you',Bug
't seemed a little buggy where some exceptions did not seem to clear when they should have',Bug
' was working off my phone and accidentally entered unch self for  entries hen  went to correct these on my computer the error message wouldnt change  had to delete and reenter the three expenses again',Bug
'itemsisation does not work on ipad',Bug
'Concur has fixed a few of the problems with the  app like entering the date multiple times and adding yourself to meals automatically verall its been a great improvement!',Bug
'rip it not working as it had in the past o customer service support (orry but emailing  is not customer support) nable to get issues resolved',Bug
'ystem error occurred midway of adding new expense and  had to redo it',Bug
'he receipts dont always read correctly but  dont know if thats fixable',Bug
' like the improvements but the site does not work % of the time',Bug
'ore user error than system issues ave easy access to assistance from local and corporate support',Bug
'orry am completely dissatisfied with the Concur auditing process  had allas on a hotel invoice for $ fter the correction from allas to  orth this is now kicked back to me and then to my boss t just seems that this is a correction the auditor could make knowing that the reciept says t orth',Bug
'our way of doing hotel itemizations by bringing them over from concur is not working at all ery complicated asier to do it separate',Bug
'buggy mobile app performance super slow receipts dont always show up duplicate entires required for business purpose upplier not read correctly off the receipte',Bug
'ust not intuitive easons for errors are hard to understand  require assistance from administrator almost every time and  have been using it for three years',Bug
'there was no where to add baggage fee  kept getting errors and reached out to someone here and they told me to use large meetings and event costs',Bug
'he interface is poor and error messages are unclear to resolve issues',Bug
'my receipts arent attaching like they used tonow  get an nexpected error occurred message so  cant submit those charges since  can submit without attaching receipt',Bug
'ecipt images are buggy itemizing hotel stays into rate and tax is asinine',Bug
'otel in hicago charged for parking fee of $ in error hey have since credited my travel card back the $ ubmitting report is required to resolve both transactions',Bug
'asy to use program for expensesntuitiveas easy feature for noting errors or omissions',Bug
'fter new  things are throwing errors',Bug
'ot being able to submit a report with no monies due to employee is causing me to have open expenses for a year t was a personal expense using the credit card in error but there is no way to expense them as  impact to company or to delete them  will continue to be out of compliance for a year until  travel again',Bug
'the receipt detaching not working',Bug
'receipts concur not working if there is no email header (previously this hasnt been a problem)',Bug
'eceipts not coming through after emailing hone app not working either!',Bug
'hen submitting an expense on the mobile app it would be easier if the usiness urpose field was available on the expense page rather than having to attach it to a report then getting an error and then filling in a usiness urpose to fix the error',Bug
't has been very buggy from the app to the webpage n the webpage every click seemingly refreshes the page and needing to be pressed again to work oogle home  (fficial uild) (bit)',Bug
'errible navigation field choices error messages',Bug
