@RELATION 'BUG_CRASH'

@ATTRIBUTE Comment string
@ATTRIBUTE Class-Attribute {Crash,Bug,Other}

@DATA
'the system gave me an error a couple of times seems to have worked this time a little quirkey',Bug
'ard to look into the attachment docs the moment mouse moves out of the attachment icon  lost the attachment page this should be fixed',Bug
'ould not include approved authorization request to expense report  need to correct this bug',Bug
'he system is terrific ut not intuitive  uploaded and attached the appropriate receipts  different times and continue to get a message that  have an error and do not have receiptshis is my error but frustrating',Bug
'ripit ro shows double the car rental fare vs what it actually is lease fix it',Bug
'annot combine items as needed his happens most every expense report as it does not give option to combine manually ix this and  would give you  stars',Bug
'Concur would not let me submit my xpense report until  verified my email address but it never gave me that error message',Bug
'ery complicated encounter many error messages online and on app ish this could be easier i feel it takes wayyyyy toooo long to submit expenses he itemization for otels is very complicated and time consuming',Bug
'nable to attach mages received an error message regarding the size limitation ot so nice considering that ll have to open each and every photo of each receipt and change the resolution per photo to reduce the size iven that esktop ublishing and hotography is not my area  find this annoying ven if it were my area  would still find this very annoying',Bug
'icked back items for no reason  deleted the item and added it back and it worked just fine asting my time',Bug
'very difficult to use if dont use that often oo many little tricks needed to get to work ever can find charge number without calling illie to fix something',Bug
'attached files always failure',Bug
'provide a phone number for help  kept getting errors submitting report t took over an hour and  people to figure out what was wrong with the re',Bug
' was unable to  my receipts due to   not working lease advise and thankshris ong',Bug
'ile size restriction does not work as when receipts are scanned it is difficult and time consuming to change the file size',Bug
' star  very poor  wasted my time because of a bug in their sw',Bug
'he forgot my password on the mobile  is not is not working',Bug
'ery slow and complex takes hours to do simple stuff and lots of trial and error till it works',Bug
'he app seems to move dates on uploaded receipts lso sometimes emailed receipts lose the data and show an error in the gallery',Bug
'when you choose personal expense it still gives you error codes and makes you choose a expense type that doesnt match',Bug
'he system found two ereceipts matching two expenses fter confirming they were the right receipts the system would not let me submit my report he error said  could not include ereceipts for out of pocket expenses',Bug
'he recognition of receipts does  work at all always wrong!lso the updating time is very anoying takes too long!',Bug
'ar rental uel cannot be allocated to a  lement hat is the fix for this',Bug
'Concur is too difficult when you need to allocate to different account and when personal charges hit the corporate card in error he system should just deduct the amount owed to the employee vs us having to reach out to the  vendor to make payment',Bug
'keep getting error message unable to upload receipts reason unknown  not helpful',Bug
'es  did usan sorry but fixed it',Bug
't would be an improvement if the expense entry date was linked to the device used to enter the expense so that you do not get an date in the future error when you are in a different time zone from the ',Bug
'low laggy confusing         ',Bug
'low confusing     his is a major issue and you  to prioritise this',Bug
'hone  sometimes not working the wrong dates locations need to be corrected from time to time',Bug
'ailure to identify  as correct  code for ubliin airport',Bug
'eed to have interface with my blackberry z xpense t not working and a royal pain to submit receipts',Bug
'lease fix problems with web forms heck boxes and group selections interfere with each other so that you select multiple items and one misclick and theyre all deselected lso upon completion of modifying an expense (eg supporting details on a hotel bill) the expenses list resets to the top so that you have to scroll down and find the hotel bill again to work on the next expense lease fix this!',Bug
'ome clunky aras rror messaging saying something was marked as a personal expense but wasnt is frustrating ot the first time ve had this messgae and cant figure out how to override it also have my uber set up to send receipts to concur but this rarely works ime consuming and costly to the organization lease fix',Bug
'he itemize for motel room does not work very well when the room has different rates each night',Bug
'i have an issue with the new auto connection of receipts it connects the receipt to both months which was wrong and difficult to fix',Bug
'he image of the receipts on the app   merge properly into the open report  of   time consuming correcting the errors',Bug
't seems that  have to reenter names each time that there is a meal receipt he report gets returned to me to add names hen it shows up as a duplicate because the names were in there in the first place an we fix this going forward',Bug
'hen presented with an error in your expense please give detailed instructions on how to resolve it',Bug
'Concur is awful just awful t i the least friendly syatem  have  used t issues erors but doesnt say why u correct siad errors then it issues them again! t demands receipts then when the receitps are added it demands them again and then isues an error saying it hs the receitps twice! athetic utterly pathetic',Bug
'errible!!! ou keep asking for comments after  have entered a commentix your software',Bug
'hotel reservations do not line up with the expense his happens almost everytime  do an expense report lease fix',Bug
'the mobile app has a lot of bugs for being out as long as it has  really think you need to put some effort into refining your mobile presence',Bug
'fix the drop down for choosing eparturerrial flight cities it is a big mess!!!!',Bug
'his tool takes forever to use and is not clear with exceptions and how to itemize a meal expense into allowable and nonallowable (alcohol) hen when  tried to use some of my other cash reimbursements to balance out the card it would not work forcing me to pay my card directly for the $ glass of wine to ensure a zero balance         lso its a waste of my time to show me flights that are outside of policy ive me an option to filter this out so  dont spend all day trying to find a flight that will not get me in trouble to choose',Bug
' forgot to allocate expenses so the application properly complained  then allocated the expenses properly but the application did not clear the errors ven refreshed the page but no fix ad to submit report to find out that all was well',Bug
'better no real problems with this expense report but you might want to look at your code how it decides what throws a duplicate error',Bug
'rrors dont go away even after they are resolved and saved  unless you go to the report header and saveasy support through hat  ark  helped me resolve the issues',Bug
'eed better explanations on how to correct errors',Bug
'llocation errors do not clear until after you resubmit ure would be nice to know allocations are good before doing so and it is too late to correct ot very user friendly',Bug
'once you fix an exception it should refresh to get rid of the red exclamation points it was tricky to figure out what to do next  ended up allocating expenses  times hoping to get rid of the error',Bug
'top producing the  error when creating an expense report as there is no means to upload my  data at that point',Bug
'his system is terrible and not user friendly at all f you have an error you should be able to click on it and it bring you to where the error is rather than you have to click all around and try to find the issue',Bug
' had to call for support today with expense reporting  spoke with ossanna endiogarin he was polite helpful and was able to fix a very unique situation with my expenses',Bug
'Concur is so unintuitive t is so confusing and not easy to use at all rror reports do not speak in basic language and use technical jargon and  get confused how to resolve errors',Bug
'our system is horrible makes no sense and works like crap                  ',Bug
'* otelcost could not be allocated to private after ompany  did not work*  was forced to update my password before  could begin with the expense report* temization of hotelbill takes much time*',Bug
' found it frustrating that you have no facility to claim back prepaid accommodation ue to the itemizing constraints reporting a future date for accommodation you have already paid for causes an error to occur',Bug
'system is full of bugs and has terrible ser',Bug
'nstructions not clear hard to understand the terminologies lack of explanations for the terms used have to trial and error',Bug
'eed to be able to input tall towns ou are unable to input towns that  eat at often t will not let you enter them in so you have to put in another town that is larger close by ou need to fix this have brought this to your attention for a year now!!!!',Bug
'dd better instructions and descriptions for errors',Bug
'rocess convulated and error message doesnt guide you to what is you need to do to correct',Bug
'rocess takes entirely too long rror on almost every single entry takes time between each click change save  slow process',Bug
'ince the meal change from per deim has changed it will be very time consuming to scan each receipt and do a separate line entry for each meal when you have over  people to submit request for  could not figure out how to get back to where you selewct type  had selected employee reimbursement for travel expenses they paid but should have selected travel ot the exception error but it did not let me get back to where  needed to change it nded up having to start all over his requires way more info than the paper forms',Bug
'ull of bugs m sorry errible',Bug
'Concur is much worse than the previous system t has a lot of bugs leading to significant time spent trying to get expense reports done t tells me that  need to upload receipts even when  can see that they are there in the system t is dysfunctional and should be replaced t is taking a lot longer for me to be reimbursed significant amounts of money because of all of its problems',Bug
'ix  charges that split tip & receipt so we dont have to upload the same receipt twice llow multiple charges to be combined onto one receipt',Bug
'error validations arent clear on whats missing',Bug
'you need to improve milege calculator ts not working in korea',Bug
'his was the worst experience  have had with completing an expense report on Concur here was a charge listed in my available charges that was not on my  corporate card hen  attached a receipt for an item and it continued to give me an error message that it needed a receipt  finally submitted with the error',Bug
'hen a match is not made eg the mex card was did not work at the point of sale then concur seems unable to process the claim without deletions',Bug
'lease improve the tool here is a error in this tool  got he cash amount that you are redirecting to your company card exceeds the cash amount submitted in this expense report lease go to the report header and fill in the correct cash amount in the mount field many times untill  read the comments to resolve it',Bug
'ool is still lacking functionality over what we had before here are still basic information  have to rekey vs prepopulated ot a good tool m surprised after the length of time that we dont have some of these functional gaps fixed',Bug
' find concur somewhat difficult to deal with when there are exceptions ie  had an erroneous charge in a foreign country that when the credit arrive currency differences caused a loss ery tough to correct upport person was good (herry) but it took quite a bit of trial and error to allow me to submit',Bug
'hen  add daily allowance via itinerary after a report has been created  almost aways receive an internal error  also am getting flagged for expenses that say  did not book in Concur yet  see them booked in Concur travel side so they are flagged as exceptions unnecessarily',Bug
'his is the first time using the tool and the error messages made it clear what  had done wrong',Bug
'the tool was giving me errors that the booking was not made in Concur and it was',Bug
'ithout someones help or guidance manual t is not easy to guess how to handle some warning & error message to be solved for the very first user ope it will be more kind to me',Bug
'      to remove them          his is not claim  its to clean tool as workaround agreed with ',Bug
'n general this makes reporting of expenses easier asy to follow and selfexplanatory ometimes it could be confusing because there are so many items on the page that look similar in scope (eg xpense on right menu and on the op menu) although this can be figured out by trial and error',Bug
'y transactions from  never sync to the account so  have to enter every months transactions by hand and then double check my math lease fix this issue',Bug
'ucking thing did not work the first time had to do entire claim over again ould not match the report with the outstanding card expense atch function was greyed out when first attempt was made',Bug
'lease communicate less emails and fix your system',Bug
'y bill wasnt recognized and the error (exception) it gave me didnt help me understand the problem',Bug
'ery difficult to navigate for beginners ystem errored x during entries with a complex error code requesting that  contact the administrator ir receipts that are not provided are requested why lank charge for $ was entered with no explanation',Bug
'ber receipts and tips do not work well',Bug
's someone who uses this infrequently it is terrible to discover how to respond to error messages',Bug
'e cannot elete verride the attachments f in case we uploaded the incorrect receiptslease look into it and fix this issue',Bug
'temizing hotel bills is not even slightly intuitive and makes for a very errorprone process  suggest *you* try entering a twoweek stay with multiple taxes each night and then try to figure on which nights stay the   error is sers are forced to calculate the nightly charges by hand or in excel instead of using the actual tool provided (Concur)',Bug
'horrible system to use udit should correct minor errors rather than send back to employee',Bug
'ome errors happen but thankfully you can bring the report back up',Bug
'otally ! ou cannot just travel one distance obile app does not workery difficult made with words like itemise and int that is hard to understand ake it more simple!!!!!',Bug
'ot thrilled lots of bugs especially with the new opt in',Bug
'he past  occasions have not been without an issue but the first one was fixed and issue  had today resolved itself otherwise this has always been a great service!',Bug
'he app still has many errors when updating expenses',Bug
'ugs everywhere makes me feel uncertain whether my claims will be processed properly  updated my anking nformation he history entry that says onfirmed does shows blank transitinstitution numbers even though  entered them fter updating my anking nformation and receiving confirmation the exception in the claim that asked me to do so is still there',Bug
'xperienced technical errors and log in errors',Bug
'ix the freaking bugs that is deleting pictures from expenset',Bug
'oncept and rror message are confusing equire users to have inside knowledge about the Concur software',Bug
'a little difficult to figure out best way to enter each expense but with some trial and error it eventually worked out',Bug
'he system is unable to deal with differing hoteltax rates t further seems to have a problem with simple arithmetic therefore  had to reduce the tax rate for one night by $ in order to submit  larger amount would be untenable lease fix this',Bug
'hen you add an expense to a claim the usiness purpose is automatically filled with the same business purpose as the previous expense! he business purpose should come out empty so you dont forget to put the right business purpose hanks for fixing this!',Bug
'ystem was holding up charges because the bank billed to my car on a weekend y assistant and  went back into report  times to try and fix it',Bug
' had exceptions that  was unable to fix or find online support for owever  was able to call the helpline and got the issues resolved',Bug
'etting worse  have to add quite a bit of in and out of office meals and about half of the time  get an error message and  have to start my search process for s over again',Bug
'algorithms in calculating itemized expense has a bug  have spent more than one hours on hotel expense itemization but couldnt make it to converge frustrating!',Bug
'still having issues deleting the estimates put in for rental car and hotel hen m on the road  try to do and expense report every  weeks hen when  try to delete the estimates put in by  it gives me an error message telling me to wait for a credit card expense which  will not get since  pay every  weeks',Bug
' fixed the one line item changing  to  per ',Bug
' is extremely buggy and badly designed',Bug
'ix date discrepancies instead of rejecting expense report imple errors such as these have delayed past reimbursements!',Bug
' can not find the receipt for these items hey were included in my last expense report but must have gotten kicked back and  did not know',Bug
'aving to hit the upload button x on the upload receipt page did not make any sense eeds a fix  had tons of issues because of this',Bug
' was given an error in the itinerary per diem when  had submitted my schedule that precluded submission',Bug
'xtremely confusing and complicated here are bugs yet to be corrected',Bug
'hen  attempted to submit an expense report for a luncheon in order to add attendees and have them be  employees you have to search in the advanced search box he standard search box does not allow you to select  employee  think this is an error',Bug
'ery slow very hard to use and very unforgiving if you make a mistake f there are errors not clear how to fix things',Bug
'or some reason the account always comes up wrong in the individual expenses never with me (ef) even though they come from my xpensit and  am signed into Concur as me lso on this report Concur automatically added in a bunch of other expenses as temizations under my hotel bill until  discovered this and deleted these itemizations  could not submit  did not enter these so Concur must be doing it automatically his is the second month in a row this has occurred lease fix it',Bug
'he mobile app does not work on amsung  well ou cannot choose expense type lso importing receipts from trainline doesnt work',Bug
'our app does not work from my phone',Bug
' felt like  had to upload my receipts so many times only to get error messages when  tried submitting',Bug
' little confusing on the error messages but got through it with a little help',Bug
'xtremely confusing the system mentions exception but does not give details on how to fix it',Bug
'hey keep returning all of my claims for small errors which are quite obvious',Bug
'orks ell ome bugs especially hotel tax info',Bug
' am missing the voice for the km  did imberly is helping me to fix this in my system but it has taken already a few weeks',Bug
'conversion and need for new bank information was not well explained  no easy way for me to figure out the error',Bug
'ay too complicated for personal mileage and fuel receipt claiming ultiple errors that did not clear when action taken',Bug
'obile app does not work on my refer alaxy   is inefficient and annoying',Bug
'uch easier to navigate itemize and change amount errors',Bug
'onflicting errors depending upon agent reviewing expense',Bug
't is annoying and throws false exception errors',Bug
'ot working well on mobile',Bug
'pretty good ometimes gives errors when trying to log in for unknown reason',Bug
'roblems in selecting own card (did not work for this transaction) here is often problem with system because it assumes too much',Bug
'roppi campi precompilati con errori o dovuto disinstallare e reinstallare lpp sul cellulare per poterla far funzionare',Bug
'verall  liked the system but a couple comments hen putting in personal car mileage in the regular drop down it is listed under ransportation ut when  went to uick expenses it was not listed under ransportation t took me a while to notice their was a separate tab for this so would better to make people aware when using the system for the first time ad to submit a receipt for $ tolls which  never had to submit before nd  received an error message that the tolls were over the allotted amount dd as that is a comment about for ass ike tolls',Bug
'here are quite a few  bugs quirks the application is not very user friendly many of the categories dont really make sense uto complete works poorly',Bug
'eal  yco group does not work ant find and match current employees in the system',Bug
'uper confusing errors ot intuitive when trying to account for errors',Bug
'ts giving nonstop errors to attach receipts',Bug
'm good pretty quick responses for fixes hanks!',Bug
'he app seems buggy',Bug
'ystem was fussy  but customer support was very helpful and fixed my problem',Bug
'pparently there is a bug on the otel expense requesting to add the  with no tab or option to upload',Bug
'ug in auto mileage tracking that even when stop is depressed in app motion tracking can still start mileage tracking ifficult to edit trips',Bug
'ery buggy system o category for submitting the mex $ travel fee which Concur itself imposes lso receipt flagging doesnt work properly as  received repeated warnings for an item when a receipt was already attached  unpleasant experience',Bug
'ould not work on my ndroid ept telling me service unavailable',Bug
'akes way too long to process anything and the receipt upload itemization is terrible faster to do a manual one because of all the errors that need corrected  rates also terrible always reflect lower than actual',Bug
'Concur did not import my air fare automatically so  had to input manually  hope this will be fixed next time',Bug
'ometimes the program will not accept the hotel itemizations and says the itemizations are not correct even though the  hotel taxes are correct hen  tried to redo the itemizations it would not bring up the  tax lines  got too frustrated to continue and just deleted the charge so that  could submit my expenses lease fix this',Bug
'his really does not work for construction eeds',Bug
'laim against advance in foreign currency not accepted because of rounding errors in conversion to local currency nd web interface doesnt update as receipts are added from mobile app',Bug
'terrible solution  had added all correct info and receipts but was still getting error message  wasted  days and repeated submission of every single expense  times! if Concur was  it would be to expensive',Bug
'(i) nconvenient if you expect user to upload each & every receipt(ii) uggest to upload by receipt by expense category (ii) rompt for unnecessary error for same value on the same day but different transaction (iv) ot user friendly',Bug
'arnings and error messages are not intuitive ave to hunt to determine how to resolve',Bug
'cant upload expense and then  get an error that they are in vailable eceipts and when  go there they are not there uk!!!',Bug
'icture scan does not work great international locations missing',Bug
'ereceipt errors are not intuitive in the expense report and there is no adequate online help',Bug
'he ew ttendee button does not work  an error message is displayed uidance would be appreciated for the travel activity drop down  the options are not intuitive',Bug
' llocation process is not clear  especially when allocation and itemization have to be done together opups for every validation slow the process down t would be easier to have an additional column next to requested that says allocation % he good part is that clicking on the error takes you to the place where it can be resolved',Bug
'not satisfied! ts very buggyitemization brought in unrelated transactions maging worked only half the time pent three hours finding work around options on an expense report that should have taken  hour revious versions of concur worked better and more efficiently',Bug
't took a while for my direct deposit information to get linked to the account his is fine but in the error message box please say that it could take a few days for the information to be activated hanks!',Bug
's not working properly at all ould not upload receipt for monthly telephone receipt y colleague cannot upload any receipts',Bug
'ederal task order was a negotiated fixed price contract which included per diem based travel nce awarded there is no travel agreement issued he backup documenting authorization for travel required for submitting Concur expense report is the signed contract signed task order and record of negotiation price proposal upon which the task order was based his is a  page attachment for internal reimbursement of a cost representing % of the single contract line item total invoiced as a percent complete fixed price  complete waste of time to file and review',Bug
'ttaching receipts to more than  expense did not work to satisfy exceptions',Bug
'Concur needs to provide online and telephone help he instructions for online help   !!!',Bug
'retchen for some reason the system is giving me (!) errors',Bug
'alendar error  would not let me use actual travel dates and so  had to shift all dates to  weeks earlier hat is that bug!',Bug
'his is some really horrible user interface he list of issues is long but why do  have to enter incorrect information and then go into the details to fix it if my hotel charged different rates each day  simple toggle box should allow me to enter a night  rate night  rate etc',Bug
'you have to be kidding lease fix the hotel reporting section',Bug
'too many s not in system  took four times as long to enter concur as it did in oracle eep getting error to use edro to find and add s to report but all providers that were in medpro were added',Bug
'Concur website not working correctly room reservation make but not showing up on itinery',Bug
' charged their housing bureau when they did their final billing the housing bureau kicked back all of the folios back to the hotel he hotel then reached out to guests we then had to pay the invoices',Bug
'ave not been able to submit business miles due to lack of mileage rates his needs fixed asap',Bug
'ix the  application for ustralia',Bug
'ystem is not intuitive  uploaded the receipt  times and still received an error message ot clear that upload and attach are two separate actions',Bug
'ystem is not intuitive and error messages are not sufficiently detailed to easily enable a user to resolve it without the elp esk',Bug
'ttaching and deattacting receipts not working well',Bug
'you are not able to correct minor errors on mobile devices easily the whole process takes to long and far to much effort ventually  had to used a desktop computer to add a decimal point to a large cash figure',Bug
'e used to be able to change expense apporvers for those of us with different bosses now we cant and  spent a month and a half trying to get the problem fixed with  response from concur whatsoever e are now having to do and end run solution to get my remibursements paid by the right approver',Bug
'his Concur report is delayed as there were several erroneous charges to the corporate  and vis entaar has been slow to rectify these errors',Bug
'error with expense in this report indicates a personal expense where none exists',Bug
'hen choosing airline fees as an expense theres a drop down list thats mandatory but no options appear and i cant submit my report lease fix',Bug
'mporting expenses from personal credit cards is always slowlate and needs to be fixed t was much much better in the past',Bug
'too many errors with dates and refunds dont approve properly',Bug
'ix your city menu so you can enter one that isnt in your predeternined list his software sucks',Bug
'n  ay my reimbursable expenses show  am $ above the allowable reimbursement his is due to otel tax  am unsure how to correct it and it is not showing as an error anywhere else',Bug
'ot happy with additional items when itemizing a hotel expense ust allocate expenses per night dd numbers do not tally correctly f there is a fix it is not intuitive',Bug
'hen requesting the uthorization of ayroll deduction form to be sign for funds to be deducted it would be good to inform the employee to go ahead and resave each expense item that it applied to  had previously signed the form and went to resubmit the report but was stopped with an error saying  have not yet signed the deductions form',Bug
'por error s vuelve a enviar',Bug
'he document upload is not working in chrome browser  had to upload in  browser',Bug
'ou drop a new expense tool on us with no training t would be nice to have some direction as to how it works without having to do trial and error',Bug
' was not able to reconcile a  cent rounding error on a multinight hotel stay in the itemization section here was no option to adjust for less then  cent per day or do the actual per day expenses which were not the same each night',Bug
'eed to fix the hotel itemization dds way too much complexity and takes too much time',Bug
't says there is errors when there is not ould not allow me to add airline codes one day but  the next lots of bugs seems like oes not force you to itemize anything are some or all required for my company oes get job done',Bug
' dont understand why  cant pull documents from a request to an expense report his makes zero sense y rating will be  start (or lower if possible) until this is fixed',Bug
'he  is nice but sending expenses to reports is buggygetting internal server errorserror ',Bug
'thanks for fixing the city of purchase issue',Bug
'ot satisfied with the inability to upload receipts of pictures and lack of communication as to a fix of the issue',Bug
'hange in attaching receipts is much more difficult than the past hen receipts could be scanned and made available to match and attach with a specific expense uto matching errors is a mess and added significant time to my processing of expenses lease go back to the old process',Bug
't is nighmare to manage the deposit on credit card !!!!!!!!!!!! alway error we cant do anything and solve it simply this might change as way too time consuming',Bug
'ug # no place to input explanation for late submission!ug # kept prompt my total is less than $ wrongfully!',Bug
'terrible interface bugs doesnt load receipts properly slow',Bug
'his is the th time ve submitted this claim  each time  change to receipt  keep getting the same error upon audit saying ve submitted it as a tax receipt instead ll deleted the original claim and resubmitted',Bug
' sometimes get expense exceptions due to an expense not having a matching itinerary despite booking travel with Concur fix would be helpful',Bug
'emailing receipts to receiptsconcurcom   work!! receipts are never available to be grabbed when needed',Bug
'the late payment fee system does not work',Bug
'nable to save imported attendee list lease fix this soon so it doesnt look like m submitting $ of emp entertainment food for myself',Bug
'mobile app taking receipt images is buggy went missing when i went to desktop',Bug
'Concur raining instructions and online instructions do not give on  to attach receipt t took a long time of trial anderror',Bug
' began receiving late reminders for a flight  booked prior to the actual flight occurring  only booked a few weeks prior to the trip so sending me repeated late notices is unacceptable f the card gives a late fee after a month than its not a good card for booking travel  also get error messages because Concur is never able to match my hotelrental car reservations with my charges  always use the Concur booking process so m literally making the reservations in the system',Bug
'he Concur mobiel app no longer works now it is called  concur and it says operation timed out when trying to upload receipt imagest is also not possible to book flights now using concur  it says  need to update my profile information then when  click to do this it says error',Bug
'make copy of reports available! improve user friendliness use proper english for error messages provide guidance when error message occurs etc',Bug
'ts slow and cumbersome  received an error for not allocating an expense when in fact  had allocated it o  had to go back to that expense select allocate wait for it to render only to find out it was at % allocated  went ahead and reselected the allocations hit save hit done then submitted the report',Bug
'ystem sucks  you attach and attach and attach a recept and the system doesnt acknowledge it he fact that  have to submit and submit and submit the report multiple times to clear errors that dont exist is also stupid',Bug
' selected all the days to apply the % rule but the errors would not go away  had to exit the report and come back in',Bug
'he itinerary import process is tricky once you go down the wrong path everything is an error  had to delete all of it and assign it from the expense area to get it properly input',Bug
'harge number validation gave me a confusing error about lowercase letters when the real issue was a space at the end',Bug
'here are still bugs in the app',Bug
'rror reporting very bad',Bug
'ix your city picklist!!!',Bug
'Concur ome receipts cannot be recognized even when expanded and then the wrong receipt is attached  could not find a way of deleting a receipts added in erroreceipt preview did not always work',Bug
'he ability to attach a receipt to an expense is not working on the app lso all hotel taxes come in as an invalid code requiring a manual changeery inconvenient!',Bug
'enerally ok but  had   of errors along the way lus  cant see how to change ',Bug
'our site creates errors in claims that are not real ainful to use',Bug
'lease fix the issue with erroneous message related to car rentals',Bug
'onstant errors every time  try and do my expenses henever  report issues the support people dont read my inquiry and respond with a random answer his time around when  would enter a business purpose on  charge it changed multuple charges to that business purpose ther times its down he app doesnt save receipts and  dint save them expecting them to be saved then theyre not there the app for save them locally until they are able to be uploadedugs every month when  need to do my expenses it makes a tedious process more tedious and time consuming',Bug
'epeatedly have to enter the same information againvery frustratingnfo only saves on nd or rd attemptrror  is very common both on pp and desktop',Bug
'oo cumbersome with all scanning and copyingtill errors in the system with ticketless train fee  must still be attached with receipt  while ticketless  why!!!otel expensed confusing  why one item with  amount and one item with the correct receiptpayment annot map them and when deleting one it seams to be something wrong',Bug
' did loose many times my entries due to an system error qhich caused me a lot of frustration this time around tks',Bug
'ata lean del sistema por errores de cargos en  que fueron devueltos',Bug
'he itinerary setup is confusing when you have to reuse an existing itinerary  pressed the import itinerary button and ended up with several errors saying that the itinerary overlapped with an existing one',Bug
'ot error he cash amount that you are redirecting to your company card exceeds the cash amount submitted in this expense report lease go to the report header and fill in the correct cash amount in the mount field when submitting the expense he amount was correct so  was puzzledfter reading peoples comments in ibmbizrequestcash and  submitted the report when leaving mount field value blank and it went through',Bug
'an into lots of bugs trying to get rid of this credit f  can delete the debit  should also be able to delete this credit',Bug
'bug in amount to redirect to card',Bug
' absolutely hate the red required field markers  am making the assumptions that those are required fields ts really confusing when trying to correct any errors you might have',Bug
't was a little difficult figuring out how to navigate the first time through this but then it made more sense through trial and error',Bug
'gency booking fee  when  try to expense it it says it may be a duplicate hen  dont submit because of the message it gives me error saying transaction date is older than  daysot sure what to do l fix the darn bug therwise great tool',Bug
'ou fixed all of the requests that  had and it works  elpdesk feedback was also fast and accurate',Bug
'verall it is very good but frequent travelers get complimentary upgrades on car rentals this could be pretty easily determined if you guys looked at the daily rate on the receipt but  do get these sent back for booking an  level when  never do and always book intermediate but get a comp upgradef there is a fix for this in the system it would help out a lot',Bug
'the $ amount bug to submit the report is frustrating',Bug
'ix the itemization steps f the user selects to allocate a taxi expense why do we have to reselect taxi for each itemization his wastes a lot of time having to reload each screen',Bug
'temization function in the otel stay does not work y egas otel had different nightly rates and room charges and resort fees etc ot enough flexibility in the format to handle these entries',Bug
't took me almost  hours to do a report ept getting error messages causing me to have to log out and log back in ot good!',Bug
'errible  hate it does not work on  pad cant correct mistakes',Bug
'he process could be more automated with less manual interventions nd the error messages are not helping to solve the problems',Bug
'this tool is not specific about the errors',Bug
'requently get an racle rror message when using this linkhttpsssothermofishercomoamfedidpinitiatessoprovideridhttpswwwconcursolutionscom',Bug
'ad to restart many times nflexible in correcting fund code and itinerary errors',Bug
' had to delete a personal car mileage expense because an error message kept popping up incorrect car plan in your profile  could not resolve this issue to submit personal car mileage lease help',Bug
'lease see my  tatement he fax was not working for me t is listed under personal expense',Bug
'his is the rd day  am trying to fix this claim ant find the per diem t is so not friendly user ls make it easier for the person who does the claim to access the relevant header!!!',Bug
'eclaration form for missing receipts not working  have added comment to latest claim',Bug
' am not able to import my expenses to concur ot worth using without this feature as doing it manually takes too much time on a busy expense month ix it',Bug
'stoy muy agradecido siempre responden cuando envio algun informesolo que a veces tardan mucho en verificar si hay excepciones o errores en los informes',Bug
'ello the night lodging is very difficult when you are staying two nights and have to itemise the tax as you dont accept  decimal places ither please accept  decimal places+ or do not reject cent errors',Bug
'dding articipants for ntertainment purposes is a mess unctionality via import from alendar is not working ot all alendar items could be found',Bug
'ook almost week to clear an error in the system so the expense report could be submitted',Bug
'urrently cannot load receipts as pdfs from phone loads as photo which is not as user friendly to review ossibly user error',Bug
'his was a little complicated because  was with a guest that provided their own receipts so  kept receiving an error message regarding daily allowance',Bug
'please have a field with  conversation rate since now  have to apply this line by line is insane when you have many items like  did  have spent h to complete my travel request for  week travel to  there is a lot of improvement to do  would say to make it easy also the ereceipts doesnt work since  get error for every entry  make  just have to ignore my eticketand scan this via photo to not get an errorthx ilip',Bug
' wish my mobile app worked would make for a better process hen  log into the app it always says that  expense reports due! lease help me fix this so receipts are put into the system on time y email is brianwilliamshertzcom hanks in advance',Bug
'#',Bug
'the site is clunky and old fashioned it also takes too long for the mx information to sync with Concurlease fix',Bug
'error message annoying  put bank details in and said were not verified yet my pay goes in',Bug
'not intuitive at all  had an hotel expense ending with an odd cent making it unable to divide evenly over multiple days causing the entire expense to error out and not be able to be submitted had to eat the indivisible penny to get the report to go through',Bug
' got error messages twice during the report and wasnt able to continue',Bug
'utoimport does not work as well as it should bout % of my transactions pull up their corresponding receipt automatically anceled uber rides do not automatically integrate ever and completed rides often do not show upetter integration with vendors that facilitate regular travel (uber delta starwood) would go a long way',Bug
'                                                                                                                                         !',Bug
'he expense reporting is very nonuser friendly and complicated to use t gives errors when there are none',Bug
'isleading error message was not helpful when a project was selected and that was not required',Bug
'with the small error such as incorrect choice of the items hope your side correct and dont always return the claim',Bug
' would appreciate better solution for diem workflow  needs polishing (a lot) when  updated an item and hit save button the warning appear for a sec in header and immediately after that  was redirected to list (no chance to read what the warning is saying) he page is constantly changing its height when navigating from list to detail and vice versa ne time  ended up in atal error with a modal that has no action button only button to expand into fool screen   was not able to close it verall  think the new design is on the good path but please focus more on  and polishing design than just adding tons of features f you will not present these features in the best possible way you will lose your credit and users will suffer and will not want to use this product',Bug
' put the charges in manually so  had to link them to the charges f they fixed my account and my charges now show up without me having to manually input them this should work better next month',Bug
'retty cool ook a few trial and errors but  like it thank you!',Bug
' like the platform but does not work as cleanly as other times',Bug
'pload of receipt from  Concur (ihone pp) did not work ot stuck when hitting upload',Bug
'xtremely disappointed nstructions not applicable to my needs  not intuitive features and functions not working sing Concur to complete one report required  hours of my day it should require no more than  hour errible experience',Bug
'had several errors when trying to import names for business entertainment lunch couldnt figure out how to manually add people after that so had to just leave the list incomplete',Bug
't is complicated when you have to itemize hotels without fix cost of the room or the other hand it takes several minutes maybe one hour to make a report maybe you coud improve multiple report of expenses when they have relations and invoices are together (ber)',Bug
